vibration_rms,temperature,sound_level,maintenance_days,wheel_health,bearing_health,failure
0.268,54.0,50.6,86,78,73,0
0.42,79.3,81.8,119,49,49,1
0.584,75.2,80.5,113,43,46,1
0.262,57.3,46.2,27,84,74,0
0.268,59.2,51.8,34,80,73,0
0.855,99.3,98.4,287,11,11,1
0.736,98.6,85.4,225,28,19,1
0.235,44.2,46.4,69,83,81,0
0.355,59.1,46.3,29,80,69,0
0.348,36.4,59.1,86,69,80,0
0.386,55.4,68.7,14,65,71,0
0.518,71.3,78.6,141,46,49,1
0.335,37.9,46.7,23,81,84,0
0.436,66.8,76.8,170,49,54,1
0.304,48.0,58.9,87,70,75,0
0.786,80.5,88.3,208,25,29,1
0.321,52.1,43.3,36,83,75,0
0.591,67.7,72.0,126,48,49,1
0.785,85.2,97.2,202,19,27,1
0.201,45.5,57.7,12,80,85,0
0.386,49.8,49.1,27,77,74,0
0.283,56.4,55.1,61,75,72,0
0.285,37.0,51.1,50,78,85,0
0.439,67.0,74.4,113,53,57,0
0.371,45.3,66.7,52,65,76,0
0.327,44.4,59.5,2,74,81,0
0.223,43.5,62.3,46,74,83,0
0.242,51.5,56.7,16,78,79,0
0.54,64.5,83.0,108,44,54,1
0.401,72.9,82.2,166,47,52,1
0.34,44.0,69.2,60,64,78,0
0.589,74.1,77.6,154,43,44,1
0.896,91.8,88.0,204,21,18,1
0.774,85.0,93.1,281,18,23,1
0.352,56.2,62.7,45,68,70,0
0.284,57.3,68.1,62,67,72,0
0.784,90.6,85.5,255,24,20,1
0.241,47.9,64.3,17,73,82,0
0.373,55.3,59.5,57,69,69,0
0.876,97.0,96.6,245,14,13,1
0.395,42.1,47.5,61,76,76,0
0.265,43.0,47.2,87,80,80,0
0.583,66.3,82.1,169,39,48,1
0.685,67.2,79.9,121,39,46,1
0.292,43.2,62.1,42,71,81,0
0.248,55.6,56.1,71,75,74,0
0.253,47.0,40.2,34,88,81,0
0.254,58.1,61.9,27,74,74,0
0.794,85.6,88.6,201,25,26,1
0.257,39.6,68.4,82,66,82,0
0.797,88.5,89.7,350,16,16,1
0.227,52.6,66.4,23,72,79,0
0.35,60.0,62.4,40,69,68,0
0.369,40.9,43.2,36,81,80,0
0.388,46.8,69.1,50,62,74,0
0.24,46.7,64.1,20,73,82,0
0.691,66.1,82.0,143,36,45,1
0.209,53.9,59.2,71,75,76,0
0.792,96.7,95.6,350,12,11,1
0.46,60.4,77.2,191,46,55,1
0.213,59.5,69.8,70,68,73,0
0.355,41.0,51.0,32,77,80,0
0.416,61.1,71.3,134,55,60,0
0.315,46.8,40.7,87,82,75,0
0.369,52.9,63.1,60,67,71,0
0.209,56.5,57.7,55,77,75,0
0.371,56.1,54.3,22,74,71,0
0.243,40.1,53.5,79,77,83,0
0.229,54.4,53.3,64,78,75,0
0.346,46.8,48.3,46,78,76,0
0.371,43.7,68.6,49,63,77,0
0.211,49.2,50.6,44,82,80,0
0.659,71.0,83.2,146,37,43,1
0.387,51.1,44.7,50,79,72,0
0.221,39.7,65.0,55,71,85,0
0.451,74.4,82.6,95,48,53,1
0.615,62.8,75.9,108,46,52,1
0.224,42.7,47.6,51,83,84,0
0.399,37.0,41.8,2,83,83,0
0.327,44.9,48.5,31,80,79,0
0.958,84.4,90.7,264,13,17,1
0.331,41.4,40.7,34,84,81,0
0.334,45.7,63.3,64,68,77,0
0.203,46.8,40.4,65,88,81,0
0.553,67.3,76.1,131,47,51,1
0.368,46.0,59.4,6,72,78,0
0.717,99.9,85.4,330,23,13,1
0.322,44.6,50.5,5,80,81,0
0.234,47.5,51.8,22,82,82,0
0.78,80.1,97.1,276,16,26,1
0.385,39.6,65.2,54,65,79,0
0.36,57.1,47.1,66,77,68,0
0.263,55.3,47.8,18,83,76,0
0.381,54.8,50.0,64,75,69,0
0.603,68.9,70.2,115,49,49,1
0.642,66.6,71.4,196,43,44,1
0.622,66.8,80.1,114,42,49,1
0.33,42.0,60.6,40,71,80,0
0.539,65.3,74.3,172,46,50,1
0.483,71.3,73.4,189,48,48,1
0.782,87.6,90.5,219,23,24,1
0.276,47.1,65.4,70,68,78,0
0.282,49.2,47.2,6,84,80,0
0.257,37.4,62.0,73,71,84,0
0.206,36.1,54.9,50,79,88,0
0.383,38.8,52.1,52,74,80,0
0.318,45.9,65.3,50,68,78,0
0.561,61.1,81.6,144,42,54,1
0.255,51.9,64.7,27,72,78,0
0.444,63.9,74.6,165,50,55,0
0.367,37.7,42.7,50,81,81,0
0.469,63.7,78.2,160,47,55,1
0.376,54.4,54.5,72,71,69,0
0.245,55.3,56.2,10,79,77,0
0.896,93.3,87.8,218,20,16,1
0.621,74.4,74.2,131,45,44,1
0.419,68.1,80.3,138,49,55,1
0.216,53.9,51.2,64,80,76,0
0.271,54.3,41.7,16,87,76,0
0.62,60.6,72.7,169,44,50,1
0.284,40.8,50.6,27,80,84,0
0.249,55.7,43.0,72,84,73,0
0.315,47.4,40.0,46,85,77,0
0.473,62.6,81.1,164,45,55,1
0.641,78.8,71.2,129,46,40,1
0.363,37.2,49.1,16,79,83,0
0.239,40.0,49.0,15,84,87,0
0.336,51.3,44.1,64,80,73,0
0.289,54.1,45.8,86,80,72,0
0.233,45.0,59.8,71,74,81,0
0.733,95.3,93.6,298,19,17,1
0.361,50.8,66.7,4,68,76,0
0.724,91.4,94.4,314,18,19,1
0.945,91.7,97.2,209,13,16,1
0.203,50.1,50.7,73,81,79,0
0.812,83.7,93.8,266,17,23,1
0.302,49.4,51.7,89,75,74,0
0.572,78.3,74.0,151,46,42,1
0.363,59.3,62.3,38,69,68,0
0.34,39.6,54.0,68,73,80,0
0.352,51.3,59.5,48,70,73,0
0.37,45.6,55.9,68,71,75,0
0.71,90.8,90.5,256,24,23,1
0.418,70.1,71.4,185,52,52,0
0.259,49.0,61.9,37,73,79,0
0.202,50.5,64.4,59,72,79,0
0.686,69.0,78.2,116,41,45,1
0.21,56.4,64.4,30,74,77,0
0.71,99.1,93.0,244,23,19,1
0.529,73.6,84.9,146,41,47,1
0.243,55.3,46.0,37,84,76,0
0.266,53.1,64.5,73,69,74,0
0.221,41.9,53.4,44,80,85,0
0.241,47.1,51.8,33,81,81,0
0.448,78.3,80.1,172,46,46,1
0.215,38.1,47.0,60,83,86,0
0.49,75.4,78.9,118,48,49,1
0.276,48.9,49.7,23,81,79,0
0.459,67.7,75.9,135,50,54,0
0.296,42.3,43.1,34,84,82,0
0.217,39.3,62.6,72,72,85,0
0.275,57.7,40.4,73,85,71,0
0.392,50.5,59.7,45,69,72,0
0.46,73.7,80.7,103,49,52,1
0.877,98.4,91.4,309,14,9,1
0.476,74.3,80.7,144,46,49,1
0.338,53.6,69.0,66,63,71,0
0.303,50.8,69.9,54,65,75,0
0.84,97.6,96.8,258,14,14,1
0.326,58.2,56.2,18,75,72,0
0.372,53.0,62.2,47,68,71,0
0.229,53.1,42.6,59,86,76,0
0.32,35.2,56.0,16,76,86,0
0.945,93.0,90.9,343,9,8,1
0.385,58.5,68.5,88,61,65,0
0.326,37.5,67.8,66,65,82,0
0.797,99.5,97.3,267,15,14,1
0.594,69.8,82.7,102,42,49,1
0.872,85.5,94.3,327,11,16,1
0.485,70.5,82.5,120,46,52,1
0.249,37.8,65.4,21,72,87,0
0.303,37.2,60.3,72,70,83,0
0.234,55.6,40.3,35,89,76,0
0.356,44.8,47.8,81,76,75,0
0.207,51.2,65.7,34,73,80,0
0.215,60.0,58.3,41,77,74,0
0.201,49.1,42.1,18,90,82,0
0.253,55.2,49.0,19,83,76,0
0.201,58.8,41.4,77,87,73,0
0.293,53.5,47.7,82,79,72,0
0.242,54.7,49.8,82,79,74,0
0.376,45.4,62.7,20,69,77,0
0.229,56.6,44.2,87,83,73,0
0.32,56.0,56.7,17,75,73,0
0.264,47.3,61.6,18,74,81,0
0.245,55.1,43.6,44,85,75,0
0.472,61.2,84.7,188,41,55,1
0.242,52.2,64.7,73,70,76,0
0.281,38.7,57.0,85,73,82,0
0.214,53.6,53.3,80,78,76,0
0.359,42.5,55.0,26,74,80,0
0.567,77.1,80.9,127,43,44,1
0.669,71.8,84.4,182,34,41,1
0.383,50.7,61.7,0,70,75,0
0.683,78.4,80.2,104,40,40,1
0.363,39.4,64.7,86,64,78,0
0.287,59.4,45.5,2,85,73,0
0.599,61.6,79.1,97,45,54,1
0.349,40.8,48.3,82,76,78,0
0.238,48.3,65.2,62,70,79,0
0.418,69.3,78.5,192,47,52,1
0.383,43.3,43.6,77,78,75,0
0.669,64.4,72.6,178,42,45,1
0.655,61.0,71.1,141,45,50,1
0.51,64.1,78.8,126,47,55,1
0.421,77.1,77.1,143,51,49,1
0.233,48.1,56.0,42,78,80,0
0.462,78.6,77.4,109,51,49,1
0.305,37.4,55.1,41,75,84,0
0.889,94.9,87.5,211,21,16,1
0.524,61.1,77.5,173,45,54,1
0.229,45.2,68.2,24,71,83,0
0.256,46.8,40.3,26,88,81,0
0.334,45.3,56.5,88,71,75,0
0.915,91.3,90.3,334,12,10,1
0.793,87.3,86.4,297,21,20,1
0.281,47.1,50.2,7,82,81,0
0.404,73.8,81.4,119,50,53,0
0.295,48.6,68.8,51,66,77,0
0.428,71.2,80.4,120,49,54,1
0.379,49.3,63.8,10,68,75,0
0.242,43.7,57.5,15,78,84,0
0.944,87.0,94.0,287,11,15,1
0.329,45.2,59.5,4,74,80,0
0.245,57.7,41.5,2,89,76,0
0.649,74.2,80.2,145,39,42,1
0.649,73.4,84.1,188,34,40,1
0.308,50.5,63.4,12,71,77,0
0.361,53.0,46.9,36,79,73,0
0.248,38.7,58.3,47,75,85,0
0.297,44.0,59.5,58,72,79,0
0.338,36.4,55.4,71,72,82,0
0.504,72.9,81.8,93,47,51,1
0.509,75.4,81.5,191,41,44,1
0.21,43.8,63.6,50,73,83,0
0.518,79.0,79.6,94,48,47,1
0.311,49.9,42.0,76,82,74,0
0.292,50.9,45.8,84,80,74,0
0.272,44.1,54.9,63,76,80,0
0.216,57.9,43.2,2,89,77,0
0.342,36.8,60.7,57,69,82,0
0.477,74.7,74.8,146,50,48,1
0.437,79.6,70.5,147,54,47,1
0.328,42.3,47.9,23,80,81,0
0.226,57.2,61.1,54,74,74,0
0.942,96.8,98.9,209,12,13,1
0.242,56.4,45.0,86,82,72,0
0.405,63.7,73.3,137,54,59,0
0.608,77.0,77.4,95,46,45,1
0.364,52.0,68.5,88,62,70,0
0.519,63.3,71.1,121,52,55,0
0.796,99.8,99.2,254,15,14,1
0.91,83.3,88.1,218,20,22,1
0.839,95.8,88.8,221,22,17,1
0.407,69.3,82.0,172,46,53,1
0.421,67.1,73.8,185,51,53,0
0.355,35.4,53.5,89,72,81,0
0.364,41.6,57.6,85,69,77,0
0.527,78.1,79.1,162,44,44,1
0.207,39.8,64.2,5,75,88,0
0.485,76.9,70.9,157,51,46,1
0.232,39.2,56.2,8,80,88,0
0.527,67.8,80.3,125,45,52,1
0.795,87.8,97.2,251,16,22,1
0.306,37.3,40.9,42,85,84,0
0.486,79.5,77.5,191,45,43,1
0.42,67.5,73.5,151,53,55,0
0.302,51.8,40.5,68,84,74,0
0.811,84.2,86.1,289,21,21,1
0.516,60.5,78.0,183,44,54,1
0.233,55.8,47.2,43,84,76,0
0.569,78.7,81.3,149,42,42,1
0.301,48.7,69.6,10,68,79,0
0.422,75.1,79.2,152,49,50,1
0.33,45.0,44.7,14,83,80,0
0.291,46.1,44.5,62,82,78,0
0.33,53.9,51.7,46,76,73,0
0.592,80.0,73.8,182,44,39,1
0.29,36.5,55.0,71,75,84,0
0.201,53.9,69.6,38,70,78,0
0.749,88.7,89.6,265,22,22,1
0.492,72.0,71.5,138,52,50,0
0.67,65.0,71.7,98,47,49,1
0.35,51.5,43.2,84,79,71,0
0.492,78.7,82.2,136,45,46,1
0.208,56.5,45.6,51,85,76,0
0.507,62.6,82.2,117,45,56,1
0.652,77.6,84.5,126,37,41,1
0.611,71.2,77.8,96,45,48,1
0.867,85.2,86.9,348,15,15,1
0.351,54.2,53.3,43,75,72,0
0.228,39.8,64.0,85,70,83,0
0.38,52.3,54.0,24,74,73,0
0.664,77.0,74.2,179,41,38,1
0.237,36.3,50.6,83,79,85,0
0.203,40.6,44.7,71,85,85,0
0.853,95.5,92.1,275,16,14,1
0.291,47.1,49.3,2,82,81,0
0.382,36.4,65.4,53,65,81,0
0.62,73.2,70.8,192,44,41,1
0.285,45.6,57.2,27,76,81,0
0.29,51.2,41.6,82,83,74,0
0.232,52.3,59.3,48,75,77,0
0.443,60.5,81.9,141,47,59,1
0.317,48.2,68.9,20,67,78,0
0.237,42.8,69.3,0,71,86,0
0.354,59.6,48.7,52,77,68,0
0.649,64.1,79.8,155,39,48,1
0.787,91.3,96.0,319,14,16,1
0.486,73.3,78.7,180,45,47,1
0.28,49.6,60.7,26,74,78,0
0.202,57.5,53.4,15,82,77,0
0.352,38.3,51.3,49,76,81,0
0.446,61.4,78.6,150,48,58,1
0.24,59.4,65.3,22,72,74,0
0.317,48.1,42.9,30,84,78,0
0.23,52.8,45.9,47,84,77,0
0.377,54.4,50.6,35,76,71,0
0.441,78.7,73.9,181,50,46,1
0.304,44.4,46.2,79,79,78,0
0.284,45.1,56.7,10,77,82,0
0.314,49.1,64.6,49,68,76,0
0.271,38.2,69.0,78,66,83,0
0.353,35.8,57.6,56,71,82,0
0.318,56.5,44.0,59,81,71,0
0.376,36.9,56.7,76,70,80,0
0.306,49.3,50.2,70,77,75,0
0.567,73.4,83.0,197,38,43,1
0.829,84.8,89.8,350,14,17,1
0.427,67.7,73.4,171,51,53,0
0.273,59.4,42.3,59,84,71,0
0.278,51.1,48.1,30,82,77,0
0.258,57.1,68.1,41,69,74,0
0.256,49.6,55.4,27,78,79,0
0.423,80.0,82.2,122,48,49,1
0.441,74.2,82.6,186,44,48,1
0.231,56.3,50.7,7,83,77,0
0.446,72.3,78.8,169,47,50,1
0.64,63.8,78.8,110,43,51,1
0.309,40.5,52.9,72,75,80,0
0.322,52.4,67.6,21,68,75,0
0.663,73.9,81.7,128,39,43,1
0.618,62.8,71.2,191,44,48,1
0.284,43.9,42.2,63,84,80,0
0.223,58.9,59.6,66,74,73,0
0.513,71.7,81.6,107,46,51,1
0.237,49.5,49.2,82,80,77,0
0.4,77.2,72.9,97,57,53,0
0.338,59.2,53.1,54,75,69,0
0.323,54.4,50.9,19,79,74,0
0.559,72.4,73.0,97,50,49,1
0.25,59.7,62.8,19,74,74,0
0.348,54.8,54.4,60,73,71,0
0.233,50.1,69.1,47,69,79,0
0.812,83.3,96.8,263,15,23,1
0.381,47.6,45.4,7,81,77,0
0.278,44.6,45.6,31,83,81,0
0.329,42.4,67.8,16,67,81,0
0.323,51.0,60.4,6,73,77,0
0.327,57.9,69.3,38,65,71,0
0.306,59.2,42.3,65,83,69,0
0.204,48.8,50.9,72,81,79,0
0.246,46.5,55.9,78,75,79,0
0.274,37.9,48.8,50,80,85,0
0.256,54.2,49.8,67,80,74,0
0.491,71.7,74.2,188,47,47,1
0.312,42.1,59.4,71,71,79,0
0.416,79.4,78.2,154,49,48,1
0.302,55.7,58.4,30,74,74,0
0.981,83.4,92.4,358,6,11,1
0.638,68.6,72.3,175,43,44,1
0.224,36.9,55.8,76,76,86,0
0.36,52.2,45.9,4,81,75,0
0.694,63.6,73.2,176,40,45,1
0.609,70.9,75.0,156,44,45,1
0.261,42.1,66.3,25,71,84,0
0.271,58.9,60.9,87,70,70,0
0.344,59.6,42.0,5,85,71,0
0.898,86.4,99.1,288,9,17,1
0.284,47.5,46.4,56,81,78,0
0.301,36.9,54.5,87,74,82,0
0.273,55.5,41.2,53,85,74,0
0.284,44.6,64.5,73,68,79,0
0.217,39.4,54.4,11,81,88,0
0.28,50.8,47.8,53,81,76,0
0.991,80.8,98.2,361,2,12,1
0.49,67.0,80.1,173,44,51,1
0.313,43.1,57.1,78,72,78,0
0.336,57.4,55.1,3,76,73,0
0.549,63.1,80.9,197,40,50,1
0.292,35.9,53.9,31,77,86,0
0.489,64.2,77.1,177,46,53,1
0.669,72.3,82.7,165,36,41,1
0.277,44.1,50.6,56,79,80,0
0.487,71.7,82.4,143,44,50,1
0.921,95.0,87.3,306,15,9,1
0.308,56.8,48.1,19,81,73,0
0.568,76.8,81.4,141,42,44,1
0.275,54.6,55.1,44,77,75,0
0.408,67.7,78.4,199,47,53,1
0.324,59.0,58.6,59,71,69,0
0.324,52.2,64.6,33,69,75,0
0.432,68.9,82.3,156,46,53,1
0.576,73.6,84.2,128,40,46,1
0.311,58.9,60.2,73,70,69,0
0.541,66.7,84.0,170,40,50,1
0.477,65.1,72.5,110,53,56,0
0.404,67.9,77.3,187,49,53,1
0.699,76.1,77.5,102,41,41,1
0.394,51.3,56.7,9,73,74,0
0.995,98.4,91.4,331,8,3,1
0.567,60.7,85.0,154,39,53,1
0.243,41.8,67.2,70,68,82,0
0.215,58.0,55.6,74,77,73,0
0.702,82.5,96.6,270,19,28,1
0.288,44.5,41.0,84,83,78,0
0.387,44.9,48.9,14,78,78,0
0.461,78.7,83.3,96,47,49,1
0.291,52.7,65.3,52,69,75,0
0.524,74.3,78.5,151,45,47,1
0.225,40.4,60.2,2,77,88,0
0.9,94.7,87.2,245,19,14,1
0.341,43.8,69.8,17,66,80,0
0.621,62.8,76.7,166,42,49,1
0.671,61.4,80.8,133,39,50,1
0.984,83.5,92.0,298,10,14,1
0.51,77.9,84.0,129,43,46,1
0.383,50.4,42.8,21,82,74,0
0.346,46.3,55.0,39,74,77,0
0.225,46.4,57.0,42,77,82,0
0.373,44.0,42.6,50,81,77,0
0.465,79.6,84.9,117,45,48,1
0.642,65.1,70.2,95,49,51,1
0.467,62.6,82.8,120,46,58,1
0.238,42.8,45.0,81,83,81,0
0.297,57.1,44.5,53,82,72,0
0.338,47.9,58.8,88,69,74,0
0.555,69.7,78.4,125,45,50,1
0.618,61.6,81.8,105,42,53,1
0.302,50.4,47.6,66,79,75,0
0.499,73.0,74.6,90,52,52,0
0.201,54.0,49.0,2,86,80,0
0.358,40.2,61.9,82,67,78,0
0.215,51.9,50.6,1,84,81,0
0.279,59.1,69.4,68,66,70,0
0.487,70.9,80.8,111,47,52,1
0.354,50.3,51.3,70,74,73,0
0.36,36.2,58.4,82,69,80,0
0.524,78.7,73.7,106,51,46,1
0.318,47.7,63.7,68,68,76,0
0.679,69.9,78.7,119,41,45,1
0.207,39.2,62.1,75,73,85,0
0.26,51.3,47.5,82,80,75,0
0.484,70.9,74.6,90,53,54,0
0.367,37.6,69.1,14,65,83,0
0.418,71.4,71.9,103,56,55,0
0.969,84.0,87.7,356,10,12,1
0.669,70.7,83.3,131,37,44,1
0.212,50.5,52.9,6,83,82,0
0.228,43.9,65.1,78,70,81,0
0.387,55.2,54.3,85,70,67,0
0.608,62.7,83.5,166,38,50,1
0.206,58.0,40.2,77,87,73,0
0.245,40.5,59.4,57,74,84,0
0.396,42.3,53.5,31,73,78,0
0.913,86.7,99.3,214,12,20,1
0.978,85.5,92.3,246,13,16,1
0.279,53.7,57.3,81,73,73,0
0.362,51.3,65.0,75,65,71,0
0.403,66.8,73.6,163,53,55,0
0.284,35.5,66.6,31,69,87,0
0.793,89.3,89.3,270,21,20,1
0.557,74.7,73.6,148,47,45,1
0.81,84.9,92.4,292,17,21,1
0.244,46.3,52.8,0,82,83,0
0.513,77.7,76.8,155,46,45,1
0.436,72.8,79.3,169,47,50,1
0.248,38.1,67.5,1,72,88,0
0.25,39.0,41.9,54,86,85,0
0.267,45.6,44.6,21,85,82,0
0.456,71.3,72.0,135,53,52,0
0.454,72.1,84.6,188,42,49,1
0.217,53.1,44.1,43,86,78,0
0.301,46.3,65.0,38,69,79,0
0.253,53.4,46.4,64,82,75,0
0.249,59.5,49.0,46,82,72,0
0.328,44.2,40.6,86,82,77,0
0.65,67.9,76.5,148,42,46,1
0.68,64.8,80.0,170,37,45,1
0.369,54.4,51.2,67,74,70,0
0.957,96.8,89.7,203,17,13,1
0.235,57.5,40.2,24,89,75,0
0.384,57.3,49.2,56,75,68,0
0.264,54.0,54.0,85,75,73,0
0.356,35.4,55.7,12,75,85,0
0.631,75.3,73.8,103,47,44,1
0.614,73.6,84.4,157,37,43,1
0.308,46.3,51.0,53,77,78,0
0.25,45.9,45.4,79,82,79,0
0.324,48.8,60.4,0,73,79,0
0.249,45.7,49.7,78,79,79,0
0.249,40.6,55.5,57,77,83,0
0.494,67.5,75.0,97,52,55,0
0.293,47.1,68.8,55,66,78,0
0.382,44.6,57.1,60,70,76,0
0.388,35.2,67.0,54,64,81,0
0.397,49.5,50.8,63,73,72,0
0.685,65.1,77.4,124,41,47,1
0.943,86.1,87.2,229,18,18,1
0.761,89.7,86.5,358,19,16,1
0.276,43.1,69.0,85,65,79,0
0.815,89.7,90.1,312,17,17,1
0.372,36.5,69.1,0,66,84,0
0.252,36.7,52.5,37,80,87,0
0.323,45.6,62.5,69,68,77,0
0.314,44.3,43.5,73,81,78,0
0.201,57.7,49.7,75,81,74,0
0.933,92.3,96.4,254,11,13,1
0.277,41.7,68.6,23,69,84,0
0.224,45.3,55.0,74,77,81,0
0.288,47.1,54.6,81,74,77,0
0.24,55.7,63.4,89,70,73,0
0.26,42.0,56.5,58,75,82,0
0.502,78.7,70.7,138,52,45,1
0.381,51.3,64.7,23,67,73,0
0.619,70.6,72.7,109,47,47,1
0.785,91.1,96.4,200,20,23,1
0.246,51.7,69.8,36,68,78,0
0.359,55.6,48.9,57,77,70,0
0.313,47.0,68.3,80,64,76,0
0.357,36.8,57.0,45,72,82,0
0.221,43.9,43.2,74,85,82,0
0.348,38.3,69.4,27,65,83,0
0.265,38.2,58.3,86,72,83,0
0.476,67.6,79.0,137,48,53,1
0.389,36.1,44.9,40,79,82,0
0.321,37.6,43.7,52,82,83,0
0.434,79.5,80.6,173,46,46,1
0.729,96.5,99.0,264,17,19,1
0.301,35.7,47.7,63,79,84,0
0.25,39.2,62.6,43,73,85,0
0.329,48.7,40.6,0,86,78,0
0.298,37.3,66.6,44,68,84,0
0.28,54.9,51.8,15,80,76,0
0.377,42.6,45.0,30,80,79,0
0.488,78.1,73.7,168,49,45,1
0.369,47.7,63.8,59,66,74,0
0.327,56.5,66.4,87,65,69,0
0.268,41.0,43.3,65,84,82,0
0.243,36.2,60.9,60,73,86,0
0.379,57.1,60.1,71,68,67,0
0.376,51.2,43.6,82,78,71,0
0.387,49.7,43.4,61,79,72,0
0.473,67.6,80.4,103,49,55,1
0.268,58.2,46.0,85,81,70,0
0.309,39.9,68.1,69,65,81,0
0.239,49.6,57.7,46,76,79,0
0.215,47.9,40.5,37,89,81,0
0.257,52.6,63.6,31,72,77,0
0.223,40.7,51.0,70,80,84,0
0.214,53.8,58.5,48,76,77,0
0.669,77.9,82.2,145,37,39,1
0.346,40.3,43.1,78,80,79,0
0.289,46.5,65.5,20,70,80,0
0.381,36.8,47.8,67,76,80,0
0.291,44.9,64.8,8,71,82,0
0.309,58.4,59.6,35,73,71,0
0.399,52.6,65.3,59,64,70,0
0.802,84.2,87.4,217,24,26,1
0.665,69.1,72.6,111,46,46,1
0.512,75.6,74.4,109,51,49,1
0.563,75.3,85.0,192,37,42,1
0.263,44.6,61.5,86,70,79,0
0.999,89.0,94.9,360,4,7,1
0.574,63.3,73.0,174,46,50,1
0.273,43.1,66.8,62,68,81,0
0.222,47.7,61.4,62,73,80,0
0.559,66.7,78.3,172,43,49,1
0.397,58.0,48.4,34,77,68,0
0.332,35.5,44.0,23,83,85,0
0.524,70.7,82.4,151,43,49,1
0.366,43.5,51.9,77,73,76,0
0.354,40.9,59.1,1,73,82,0
0.254,54.4,58.8,45,75,75,0
0.213,55.9,49.5,57,82,75,0
0.314,52.8,59.5,15,74,76,0
0.438,64.9,72.3,118,55,58,0
0.532,72.1,83.5,198,39,45,1
0.247,54.9,56.7,27,77,76,0
0.624,78.3,74.3,126,45,41,1
0.473,80.0,82.3,178,43,44,1
0.927,92.0,88.5,235,18,15,1
0.595,76.0,78.5,142,43,43,1
0.585,79.3,76.6,190,42,39,1
0.333,48.3,69.6,50,64,76,0
0.309,55.2,60.7,35,72,73,0
0.231,59.4,49.1,59,81,73,0
0.323,47.2,69.0,61,64,76,0
0.305,35.6,61.3,1,74,87,0
0.709,90.1,87.2,357,21,18,1
0.221,39.9,65.4,57,71,85,0
0.257,47.4,58.0,77,73,78,0
0.458,63.8,74.8,183,48,54,1
0.481,69.1,71.7,138,52,52,0
0.259,36.7,49.7,82,79,84,0
0.288,53.3,64.4,12,72,77,0
0.394,37.0,55.0,73,70,79,0
0.655,70.1,74.1,166,42,43,1
0.207,36.6,42.6,13,89,90,0
0.87,80.5,91.9,235,18,24,1
0.261,43.1,42.0,31,86,83,0
0.273,40.2,46.6,56,82,83,0
0.563,76.2,81.4,191,39,42,1
0.743,84.2,89.9,209,26,29,1
0.292,59.8,67.3,36,68,71,0
0.541,70.5,82.1,196,40,46,1
0.484,77.6,75.5,150,49,46,1
0.245,36.5,42.5,13,88,89,0
0.771,84.6,95.8,221,20,27,1
0.356,58.9,61.6,22,70,70,0
0.352,56.1,51.2,52,76,70,0
0.413,61.2,84.2,100,49,62,1
0.402,71.3,81.9,162,47,53,1
0.23,43.4,59.8,29,76,84,0
0.36,37.2,50.9,67,75,81,0
0.306,53.4,65.2,31,69,75,0
0.396,51.7,48.5,3,78,74,0
0.284,53.3,60.4,34,73,76,0
0.602,74.0,71.4,116,49,46,1
0.542,73.5,79.5,138,44,47,1
0.504,77.4,82.7,150,43,45,1
0.662,61.7,82.9,96,40,52,1
0.332,59.2,51.5,47,76,69,0
0.283,38.6,65.0,1,72,86,0
0.358,43.9,68.8,78,62,76,0
0.697,66.0,71.9,119,44,47,1
0.512,65.4,83.9,107,44,55,1
0.294,55.9,64.7,83,67,71,0
0.506,68.7,84.7,198,39,48,1
0.55,77.4,78.0,103,47,46,1
0.536,69.7,78.3,162,44,48,1
0.278,52.5,49.5,38,80,76,0
0.233,42.4,66.7,64,69,83,0
0.279,45.0,64.7,46,70,80,0
0.345,36.1,56.4,69,71,82,0
0.504,77.9,79.2,175,44,44,1
0.696,64.2,73.8,143,42,46,1
0.408,66.6,84.2,162,45,55,1
0.333,56.1,44.1,48,81,71,0
0.707,98.5,85.1,300,25,16,1
0.25,56.6,61.4,36,74,75,0
0.698,74.1,83.5,153,35,40,1
0.449,70.6,81.6,101,49,55,1
0.379,35.0,55.2,75,71,81,0
0.337,42.5,64.0,73,67,78,0
0.234,54.6,57.9,54,76,76,0
0.526,72.9,73.4,121,50,49,1
0.309,57.6,41.4,66,83,70,0
0.287,49.5,69.7,20,68,79,0
0.254,41.3,47.0,57,82,83,0
0.22,36.3,48.6,1,85,90,0
0.561,76.7,72.8,180,46,42,1
0.226,39.1,43.8,6,88,88,0
0.229,40.7,45.7,89,82,82,0
0.234,39.7,57.7,36,77,86,0
0.367,49.2,59.0,78,68,72,0
0.271,43.5,41.0,84,84,79,0
0.601,78.8,83.8,169,38,40,1
0.252,44.9,51.1,13,82,83,0
0.551,73.6,83.8,181,39,44,1
0.659,76.8,84.1,93,39,43,1
0.376,39.8,67.7,52,64,79,0
0.26,55.9,55.5,47,77,74,0
0.618,76.0,83.5,183,36,40,1
0.588,60.5,76.8,105,46,55,1
0.286,45.9,60.9,48,72,79,0
0.359,52.4,41.2,83,80,70,0
0.6,61.2,74.2,98,48,55,1
0.463,68.4,80.6,166,45,52,1
0.541,79.2,77.0,118,47,45,1
0.528,76.0,75.3,150,47,45,1
0.315,42.0,49.7,88,76,78,0
0.989,94.0,86.1,331,12,6,1
0.207,49.2,47.0,75,83,79,0
0.616,74.3,80.4,144,41,43,1
0.251,47.9,48.6,85,80,77,0
0.339,39.3,50.0,33,78,82,0
0.263,46.1,65.8,50,70,80,0
